region,region_acro_BID,region_2,pais_extendido,extended_country,pais_acronimo,anio,anio2,ronda,var_descripcion,var_description,tipo_variable,var_type,var_categoria,var_category,var_subcategoria,var_subcategory,cobertura_geografica,rango_edad,age_range,genero,gender,zona_geografica,geographical_zone,nivel_educativo,educational_level,tam_de_firma,firm_size,quintil_ingreso_laboral,labor_income_quintile,quintil_ingreso_total,total_income_quintile,fuente_datos_original,institucion_ejecutora,institucion_ejecutora_acronimo,non_average,valor
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 15 a 24 años,15 to 24 years old,Total,Total,Total,Total,Educación media [9-13 años de escolaridad],Medium education [9-13 years of schooling],No aplica,Do not apply,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 15 a 29 años,15 to 29 years old,Total,Total,Total,Total,Educación media [9-13 años de escolaridad],Medium education [9-13 years of schooling],No aplica,Do not apply,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 15 a 64 años,15 to 64 years old,Total,Total,Total,Total,Educación media [9-13 años de escolaridad],Medium education [9-13 years of schooling],No aplica,Do not apply,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,278712
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 25 a 64 años,25 to 64 years old,Total,Total,Total,Total,Educación media [9-13 años de escolaridad],Medium education [9-13 years of schooling],No aplica,Do not apply,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 65 años y más,65 years old and above,Total,Total,Total,Total,Educación media [9-13 años de escolaridad],Medium education [9-13 years of schooling],No aplica,Do not apply,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Total,Total,Total,Total,Total,Total,Educación alta [14 años y más de escolaridad],High education [14 years and more of schooling],No aplica,Do not apply,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,150317
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Total,Total,Total,Total,Total,Total,Educación baja [0-8 años de escolaridad],Low education [0-8 years of schooling],No aplica,Do not apply,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,233145
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Total,Total,Total,Total,Total,Total,Educación media [9-13 años de escolaridad],Medium education [9-13 years of schooling],No aplica,Do not apply,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,281355
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 15 a 64 años,15 to 64 years old,Total,Total,Total,Total,Todos los niveles de escolaridad,All levels of schooling,Grande,Large,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 15 a 64 años,15 to 64 years old,Hombre,Men,Total,Total,Todos los niveles de escolaridad,All levels of schooling,Grande,Large,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 15 a 64 años,15 to 64 years old,Mujer,Women,Total,Total,Todos los niveles de escolaridad,All levels of schooling,Grande,Large,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 15 a 64 años,15 to 64 years old,Total,Total,Total,Total,Todos los niveles de escolaridad,All levels of schooling,Mediana,Medium,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 15 a 64 años,15 to 64 years old,Hombre,Men,Total,Total,Todos los niveles de escolaridad,All levels of schooling,Mediana,Medium,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 15 a 64 años,15 to 64 years old,Mujer,Women,Total,Total,Todos los niveles de escolaridad,All levels of schooling,Mediana,Medium,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 15 a 64 años,15 to 64 years old,Total,Total,Total,Total,Todos los niveles de escolaridad,All levels of schooling,Pequeña,Small,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 15 a 64 años,15 to 64 years old,Hombre,Men,Total,Total,Todos los niveles de escolaridad,All levels of schooling,Pequeña,Small,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 15 a 64 años,15 to 64 years old,Mujer,Women,Total,Total,Todos los niveles de escolaridad,All levels of schooling,Pequeña,Small,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 15 a 24 años,15 to 24 years old,Hombre,Men,Total,Total,Todos los niveles de escolaridad,All levels of schooling,No aplica,Do not apply,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 15 a 29 años,15 to 29 years old,Hombre,Men,Total,Total,Todos los niveles de escolaridad,All levels of schooling,No aplica,Do not apply,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 15 a 64 años,15 to 64 years old,Hombre,Men,Total,Total,Todos los niveles de escolaridad,All levels of schooling,No aplica,Do not apply,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,489085
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 25 a 64 años,25 to 64 years old,Hombre,Men,Total,Total,Todos los niveles de escolaridad,All levels of schooling,No aplica,Do not apply,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 65 años y más,65 years old and above,Hombre,Men,Total,Total,Todos los niveles de escolaridad,All levels of schooling,No aplica,Do not apply,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 15 a 64 años,15 to 64 years old,Hombre,Men,Total,Total,Educación alta [14 años y más de escolaridad],High education [14 years and more of schooling],No aplica,Do not apply,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 15 a 64 años,15 to 64 years old,Hombre,Men,Total,Total,Educación baja [0-8 años de escolaridad],Low education [0-8 years of schooling],No aplica,Do not apply,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 15 a 64 años,15 to 64 years old,Hombre,Men,Total,Total,Educación media [9-13 años de escolaridad],Medium education [9-13 years of schooling],No aplica,Do not apply,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Total,Total,Hombre,Men,Total,Total,Todos los niveles de escolaridad,All levels of schooling,No aplica,Do not apply,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,500994
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 15 a 64 años,15 to 64 years old,Hombre,Men,Rural,Rural,Todos los niveles de escolaridad,All levels of schooling,No aplica,Do not apply,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 15 a 64 años,15 to 64 years old,Hombre,Men,Urbana,Urban,Todos los niveles de escolaridad,All levels of schooling,No aplica,Do not apply,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 15 a 24 años,15 to 24 years old,Mujer,Women,Total,Total,Todos los niveles de escolaridad,All levels of schooling,No aplica,Do not apply,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 15 a 29 años,15 to 29 years old,Mujer,Women,Total,Total,Todos los niveles de escolaridad,All levels of schooling,No aplica,Do not apply,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 15 a 64 años,15 to 64 years old,Mujer,Women,Total,Total,Todos los niveles de escolaridad,All levels of schooling,No aplica,Do not apply,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,165418
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 25 a 64 años,25 to 64 years old,Mujer,Women,Total,Total,Todos los niveles de escolaridad,All levels of schooling,No aplica,Do not apply,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 65 años y más,65 years old and above,Mujer,Women,Total,Total,Todos los niveles de escolaridad,All levels of schooling,No aplica,Do not apply,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 15 a 64 años,15 to 64 years old,Mujer,Women,Total,Total,Educación alta [14 años y más de escolaridad],High education [14 years and more of schooling],No aplica,Do not apply,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,
ALC,CSC,CSC,Argentina,Argentina,ARG,1992,1992,m10,Trabajadores en ocupaciones administrativas y de nivel intermedio (en niveles),Employed workers in administrative occupations or at an intermediate level,"niveles, #","levels, #",Empleo,Employment,Grupo de ocupación ,Occupational group,15 Aglomerados urbanos,Edad 15 a 64 años,15 to 64 years old,Mujer,Women,Total,Total,Educación baja [0-8 años de escolaridad],Low education [0-8 years of schooling],No aplica,Do not apply,Todos,All,Todos,All,Encuesta Permanente de Hogares - Puntual,Instituto Nacional de Estadísticas y Censos,INDEC,0,
