country_id,country,country_es,Parent1Name,Parent1Name_es,Parent2Name,Parent2Name_es,Parent3Name,Parent3Name_es,Parent4Name,Parent4Name_es,ind_id,description,description_es,code,comm_id,Category,unit,year,value,Commoditie,Commoditie_es,unitusd,valueusd,Graph_Order
BA,BARBADOS,BARBADOS,% Producer Single Commodity Transfers,Transferencias al Productor de un Producto Individual (%),NULL,NULL,NULL,NULL,NULL,NULL,33,% Producer Single Commodity Transfers,Transferencias al Productor de un Producto Individual (%),PSCTP,20,3,%,2013,35.69200172,Milk,Leche,%,35.69200172,130
BA,BARBADOS,BARBADOS,% Producer Single Commodity Transfers,Transferencias al Productor de un Producto Individual (%),NULL,NULL,NULL,NULL,NULL,NULL,33,% Producer Single Commodity Transfers,Transferencias al Productor de un Producto Individual (%),PSCTP,31,3,%,2013,17.25550933,Poultry Meat,Carne de Pollo,%,17.25550933,130
BA,BARBADOS,BARBADOS,% Producer Single Commodity Transfers,Transferencias al Productor de un Producto Individual (%),NULL,NULL,NULL,NULL,NULL,NULL,33,% Producer Single Commodity Transfers,Transferencias al Productor de un Producto Individual (%),PSCTP,56,3,%,2013,-22.8334671,Cassava,Yuca,%,-22.8334671,130
BA,BARBADOS,BARBADOS,% Producer Single Commodity Transfers,Transferencias al Productor de un Producto Individual (%),NULL,NULL,NULL,NULL,NULL,NULL,33,% Producer Single Commodity Transfers,Transferencias al Productor de un Producto Individual (%),PSCTP,34,3,%,2014,33.81884573,Refined Sugar,Azúcar Refinada,%,33.81884573,130
BA,BARBADOS,BARBADOS,% Producer Single Commodity Transfers,Transferencias al Productor de un Producto Individual (%),NULL,NULL,NULL,NULL,NULL,NULL,33,% Producer Single Commodity Transfers,Transferencias al Productor de un Producto Individual (%),PSCTP,5,3,%,2014,14.07807445,Beans,Frijol,%,14.07807445,130
BA,BARBADOS,BARBADOS,% Producer Single Commodity Transfers,Transferencias al Productor de un Producto Individual (%),NULL,NULL,NULL,NULL,NULL,NULL,33,% Producer Single Commodity Transfers,Transferencias al Productor de un Producto Individual (%),PSCTP,85,3,%,2014,62.07882941,Sweet Potatoes,Batata,%,62.07882941,130
BA,BARBADOS,BARBADOS,% Producer Single Commodity Transfers,Transferencias al Productor de un Producto Individual (%),NULL,NULL,NULL,NULL,NULL,NULL,33,% Producer Single Commodity Transfers,Transferencias al Productor de un Producto Individual (%),PSCTP,51,3,%,2014,52.93857534,Yam,Ñame,%,52.93857534,130
BA,BARBADOS,BARBADOS,% Producer Single Commodity Transfers,Transferencias al Productor de un Producto Individual (%),NULL,NULL,NULL,NULL,NULL,NULL,33,% Producer Single Commodity Transfers,Transferencias al Productor de un Producto Individual (%),PSCTP,44,3,%,2014,13.0806521,Tomatoes,Tomate,%,13.0806521,130
BA,BARBADOS,BARBADOS,% Producer Single Commodity Transfers,Transferencias al Productor de un Producto Individual (%),NULL,NULL,NULL,NULL,NULL,NULL,33,% Producer Single Commodity Transfers,Transferencias al Productor de un Producto Individual (%),PSCTP,9,3,%,2014,-40.84705719,Cotton,Algodón,%,-40.84705719,130
BA,BARBADOS,BARBADOS,% Producer Single Commodity Transfers,Transferencias al Productor de un Producto Individual (%),NULL,NULL,NULL,NULL,NULL,NULL,33,% Producer Single Commodity Transfers,Transferencias al Productor de un Producto Individual (%),PSCTP,20,3,%,2014,36.65601985,Milk,Leche,%,36.65601985,130
BA,BARBADOS,BARBADOS,% Producer Single Commodity Transfers,Transferencias al Productor de un Producto Individual (%),NULL,NULL,NULL,NULL,NULL,NULL,33,% Producer Single Commodity Transfers,Transferencias al Productor de un Producto Individual (%),PSCTP,31,3,%,2014,13.10969559,Poultry Meat,Carne de Pollo,%,13.10969559,130
BA,BARBADOS,BARBADOS,% Producer Single Commodity Transfers,Transferencias al Productor de un Producto Individual (%),NULL,NULL,NULL,NULL,NULL,NULL,33,% Producer Single Commodity Transfers,Transferencias al Productor de un Producto Individual (%),PSCTP,56,3,%,2014,-35.17243311,Cassava,Yuca,%,-35.17243311,130
BA,BARBADOS,BARBADOS,Budget revenues (-),Ingresos Presupuestales (-),NULL,NULL,NULL,NULL,NULL,NULL,144,Budget revenues (-),Ingresos Presupuestales (-),TSEU,0,1,BADmn,2011,-6.48756284,Group or not commodities,Nulo,USDmn,-3.24378142,
BA,BARBADOS,BARBADOS,Budget revenues (-),Ingresos Presupuestales (-),NULL,NULL,NULL,NULL,NULL,NULL,144,Budget revenues (-),Ingresos Presupuestales (-),TSEU,0,1,BADmn,2012,-6.079998772,Group or not commodities,Nulo,USDmn,-3.039999386,
BA,BARBADOS,BARBADOS,Budget revenues (-),Ingresos Presupuestales (-),NULL,NULL,NULL,NULL,NULL,NULL,144,Budget revenues (-),Ingresos Presupuestales (-),TSEU,0,1,BADmn,2013,-5.329426171,Group or not commodities,Nulo,USDmn,-2.664713086,
BA,BARBADOS,BARBADOS,Budget revenues (-),Ingresos Presupuestales (-),NULL,NULL,NULL,NULL,NULL,NULL,144,Budget revenues (-),Ingresos Presupuestales (-),TSEU,0,1,BADmn,2014,-5.224985266,Group or not commodities,Nulo,USDmn,-2.612492633,
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,NULL,NULL,NULL,NULL,NULL,NULL,13,Budgetary transfers,Transferencias Presupuestarias,BT,34,2,BADmn,2011,0.814867021,Refined Sugar,Azúcar Refinada,USDmn,0.407433511,130
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,NULL,NULL,NULL,NULL,NULL,NULL,13,Budgetary transfers,Transferencias Presupuestarias,BT,5,2,BADmn,2011,0,Beans,Frijol,USDmn,0,130
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,NULL,NULL,NULL,NULL,NULL,NULL,13,Budgetary transfers,Transferencias Presupuestarias,BT,85,2,BADmn,2011,0,Sweet Potatoes,Batata,USDmn,0,130
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,NULL,NULL,NULL,NULL,NULL,NULL,13,Budgetary transfers,Transferencias Presupuestarias,BT,51,2,BADmn,2011,0,Yam,Ñame,USDmn,0,130
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,NULL,NULL,NULL,NULL,NULL,NULL,13,Budgetary transfers,Transferencias Presupuestarias,BT,44,2,BADmn,2011,0,Tomatoes,Tomate,USDmn,0,130
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,NULL,NULL,NULL,NULL,NULL,NULL,13,Budgetary transfers,Transferencias Presupuestarias,BT,9,2,BADmn,2011,-0.044645705,Cotton,Algodón,USDmn,-0.022322853,130
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,NULL,NULL,NULL,NULL,NULL,NULL,13,Budgetary transfers,Transferencias Presupuestarias,BT,20,2,BADmn,2011,0,Milk,Leche,USDmn,0,130
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,NULL,NULL,NULL,NULL,NULL,NULL,13,Budgetary transfers,Transferencias Presupuestarias,BT,31,2,BADmn,2011,0,Poultry Meat,Carne de Pollo,USDmn,0,130
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,NULL,NULL,NULL,NULL,NULL,NULL,13,Budgetary transfers,Transferencias Presupuestarias,BT,56,2,BADmn,2011,0,Cassava,Yuca,USDmn,0,130
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,Price levies (-),Gravámenes de Precio (-),NULL,NULL,NULL,NULL,16,Price levies (-),Gravámenes de Precio (-),LV,44,2,BADmn,2011,0,Tomatoes,Tomate,USDmn,0,160
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,Price levies (-),Gravámenes de Precio (-),NULL,NULL,NULL,NULL,16,Price levies (-),Gravámenes de Precio (-),LV,34,2,BADmn,2011,0,Refined Sugar,Azúcar Refinada,USDmn,0,160
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,Price levies (-),Gravámenes de Precio (-),NULL,NULL,NULL,NULL,16,Price levies (-),Gravámenes de Precio (-),LV,5,2,BADmn,2011,0,Beans,Frijol,USDmn,0,160
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,Price levies (-),Gravámenes de Precio (-),NULL,NULL,NULL,NULL,16,Price levies (-),Gravámenes de Precio (-),LV,85,2,BADmn,2011,0,Sweet Potatoes,Batata,USDmn,0,160
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,Price levies (-),Gravámenes de Precio (-),NULL,NULL,NULL,NULL,16,Price levies (-),Gravámenes de Precio (-),LV,51,2,BADmn,2011,0,Yam,Ñame,USDmn,0,160
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,Price levies (-),Gravámenes de Precio (-),NULL,NULL,NULL,NULL,16,Price levies (-),Gravámenes de Precio (-),LV,9,2,BADmn,2011,0,Cotton,Algodón,USDmn,0,160
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,Price levies (-),Gravámenes de Precio (-),NULL,NULL,NULL,NULL,16,Price levies (-),Gravámenes de Precio (-),LV,20,2,BADmn,2011,0,Milk,Leche,USDmn,0,160
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,Price levies (-),Gravámenes de Precio (-),NULL,NULL,NULL,NULL,16,Price levies (-),Gravámenes de Precio (-),LV,31,2,BADmn,2011,0,Poultry Meat,Carne de Pollo,USDmn,0,160
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,Price levies (-),Gravámenes de Precio (-),NULL,NULL,NULL,NULL,16,Price levies (-),Gravámenes de Precio (-),LV,56,2,BADmn,2011,0,Cassava,Yuca,USDmn,0,160
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,Commodity specifc transfers to consumers,Transferencias a los consumidores de productos específicos,NULL,NULL,NULL,NULL,136,Commodity specifc transfers to consumers,Transferencias a los consumidores de productos específicos,TCTC,0,1,BADmn,2011,,Group or not commodities,Nulo,USDmn,0,
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,Transfers to consumers from taxpayers,Transferencias a los Consumidores de los Contribuyentes,NULL,NULL,NULL,NULL,15,Transfers to consumers from taxpayers,Transferencias a los Consumidores de los Contribuyentes,TCTC,34,2,BADmn,2011,0,Refined Sugar,Azúcar Refinada,USDmn,0,150
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,Transfers to consumers from taxpayers,Transferencias a los Consumidores de los Contribuyentes,NULL,NULL,NULL,NULL,15,Transfers to consumers from taxpayers,Transferencias a los Consumidores de los Contribuyentes,TCTC,5,2,BADmn,2011,0,Beans,Frijol,USDmn,0,150
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,Transfers to consumers from taxpayers,Transferencias a los Consumidores de los Contribuyentes,NULL,NULL,NULL,NULL,15,Transfers to consumers from taxpayers,Transferencias a los Consumidores de los Contribuyentes,TCTC,85,2,BADmn,2011,0,Sweet Potatoes,Batata,USDmn,0,150
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,Transfers to consumers from taxpayers,Transferencias a los Consumidores de los Contribuyentes,NULL,NULL,NULL,NULL,15,Transfers to consumers from taxpayers,Transferencias a los Consumidores de los Contribuyentes,TCTC,51,2,BADmn,2011,0,Yam,Ñame,USDmn,0,150
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,Transfers to consumers from taxpayers,Transferencias a los Consumidores de los Contribuyentes,NULL,NULL,NULL,NULL,15,Transfers to consumers from taxpayers,Transferencias a los Consumidores de los Contribuyentes,TCTC,44,2,BADmn,2011,0,Tomatoes,Tomate,USDmn,0,150
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,Transfers to consumers from taxpayers,Transferencias a los Consumidores de los Contribuyentes,NULL,NULL,NULL,NULL,15,Transfers to consumers from taxpayers,Transferencias a los Consumidores de los Contribuyentes,TCTC,9,2,BADmn,2011,0,Cotton,Algodón,USDmn,0,150
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,Transfers to consumers from taxpayers,Transferencias a los Consumidores de los Contribuyentes,NULL,NULL,NULL,NULL,15,Transfers to consumers from taxpayers,Transferencias a los Consumidores de los Contribuyentes,TCTC,20,2,BADmn,2011,0,Milk,Leche,USDmn,0,150
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,Transfers to consumers from taxpayers,Transferencias a los Consumidores de los Contribuyentes,NULL,NULL,NULL,NULL,15,Transfers to consumers from taxpayers,Transferencias a los Consumidores de los Contribuyentes,TCTC,31,2,BADmn,2011,0,Poultry Meat,Carne de Pollo,USDmn,0,150
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,Transfers to consumers from taxpayers,Transferencias a los Consumidores de los Contribuyentes,NULL,NULL,NULL,NULL,15,Transfers to consumers from taxpayers,Transferencias a los Consumidores de los Contribuyentes,TCTC,56,2,BADmn,2011,0,Cassava,Yuca,USDmn,0,150
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,Transfers to Producers From Taxpayers,Transferencias a los Productores de los Contribuyentes,NULL,NULL,NULL,NULL,14,Transfers to Producers From Taxpayers,Transferencias a los Productores de los Contribuyentes,TPT,34,2,BADmn,2011,0.814867021,Refined Sugar,Azúcar Refinada,USDmn,0.407433511,140
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,Transfers to Producers From Taxpayers,Transferencias a los Productores de los Contribuyentes,NULL,NULL,NULL,NULL,14,Transfers to Producers From Taxpayers,Transferencias a los Productores de los Contribuyentes,TPT,5,2,BADmn,2011,,Beans,Frijol,USDmn,0,140
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,Transfers to Producers From Taxpayers,Transferencias a los Productores de los Contribuyentes,NULL,NULL,NULL,NULL,14,Transfers to Producers From Taxpayers,Transferencias a los Productores de los Contribuyentes,TPT,85,2,BADmn,2011,,Sweet Potatoes,Batata,USDmn,0,140
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,Transfers to Producers From Taxpayers,Transferencias a los Productores de los Contribuyentes,NULL,NULL,NULL,NULL,14,Transfers to Producers From Taxpayers,Transferencias a los Productores de los Contribuyentes,TPT,51,2,BADmn,2011,,Yam,Ñame,USDmn,0,140
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,Transfers to Producers From Taxpayers,Transferencias a los Productores de los Contribuyentes,NULL,NULL,NULL,NULL,14,Transfers to Producers From Taxpayers,Transferencias a los Productores de los Contribuyentes,TPT,44,2,BADmn,2011,,Tomatoes,Tomate,USDmn,0,140
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,Transfers to Producers From Taxpayers,Transferencias a los Productores de los Contribuyentes,NULL,NULL,NULL,NULL,14,Transfers to Producers From Taxpayers,Transferencias a los Productores de los Contribuyentes,TPT,9,2,BADmn,2011,-0.044645705,Cotton,Algodón,USDmn,-0.022322853,140
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,Transfers to Producers From Taxpayers,Transferencias a los Productores de los Contribuyentes,NULL,NULL,NULL,NULL,14,Transfers to Producers From Taxpayers,Transferencias a los Productores de los Contribuyentes,TPT,20,2,BADmn,2011,,Milk,Leche,USDmn,0,140
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,Transfers to Producers From Taxpayers,Transferencias a los Productores de los Contribuyentes,NULL,NULL,NULL,NULL,14,Transfers to Producers From Taxpayers,Transferencias a los Productores de los Contribuyentes,TPT,31,2,BADmn,2011,,Poultry Meat,Carne de Pollo,USDmn,0,140
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,Transfers to Producers From Taxpayers,Transferencias a los Productores de los Contribuyentes,NULL,NULL,NULL,NULL,14,Transfers to Producers From Taxpayers,Transferencias a los Productores de los Contribuyentes,TPT,56,2,BADmn,2011,,Cassava,Yuca,USDmn,0,140
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,NULL,NULL,NULL,NULL,NULL,NULL,13,Budgetary transfers,Transferencias Presupuestarias,BT,56,2,BADmn,2012,0,Cassava,Yuca,USDmn,0,130
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,NULL,NULL,NULL,NULL,NULL,NULL,13,Budgetary transfers,Transferencias Presupuestarias,BT,34,2,BADmn,2012,1.311714286,Refined Sugar,Azúcar Refinada,USDmn,0.655857143,130
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,NULL,NULL,NULL,NULL,NULL,NULL,13,Budgetary transfers,Transferencias Presupuestarias,BT,5,2,BADmn,2012,0,Beans,Frijol,USDmn,0,130
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,NULL,NULL,NULL,NULL,NULL,NULL,13,Budgetary transfers,Transferencias Presupuestarias,BT,85,2,BADmn,2012,0,Sweet Potatoes,Batata,USDmn,0,130
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,NULL,NULL,NULL,NULL,NULL,NULL,13,Budgetary transfers,Transferencias Presupuestarias,BT,51,2,BADmn,2012,0,Yam,Ñame,USDmn,0,130
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,NULL,NULL,NULL,NULL,NULL,NULL,13,Budgetary transfers,Transferencias Presupuestarias,BT,44,2,BADmn,2012,0,Tomatoes,Tomate,USDmn,0,130
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,NULL,NULL,NULL,NULL,NULL,NULL,13,Budgetary transfers,Transferencias Presupuestarias,BT,9,2,BADmn,2012,-0.038170913,Cotton,Algodón,USDmn,-0.019085457,130
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,NULL,NULL,NULL,NULL,NULL,NULL,13,Budgetary transfers,Transferencias Presupuestarias,BT,20,2,BADmn,2012,0,Milk,Leche,USDmn,0,130
BA,BARBADOS,BARBADOS,Budgetary transfers,Transferencias Presupuestarias,NULL,NULL,NULL,NULL,NULL,NULL,13,Budgetary transfers,Transferencias Presupuestarias,BT,31,2,BADmn,2012,0,Poultry Meat,Carne de Pollo,USDmn,0,130
